configuration_id,task_id,recorded_status,retained_outcome,evidence_basis,attempt_scope,review_rounds,solved_on_sample,recorded_elapsed_seconds,recorded_proof_sha256,artifact_sha256,artifact_hash_check
claude_opus_xhigh,156,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,157,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,158,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,159,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,160,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,161,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,163,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,164,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,165,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,168,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,169,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,171,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,176,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,178,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,194,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,222,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,245,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,246,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,247,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,249,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,250,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,265,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,266,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,268,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,271,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,272,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,273,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,274,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,275,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,277,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,281,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,356,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,357,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,359,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,361,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,378,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,381,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,392,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,396,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,444,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,445,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,446,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,447,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,450,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,451,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,452,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,453,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,454,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,455,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,456,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,457,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,458,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,459,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,460,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,462,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,466,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,467,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,468,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,469,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,471,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,472,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
claude_opus_xhigh,473,solved,accepted,result,retained_run,,1,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unrecorded
forall_opus_xhigh,4,solved,accepted,result,retained_run,,,102.6,,fb478c9540b0db1891f7bee49379018ff14543044f3c2d72f24943837808c572,unrecorded
forall_opus_xhigh,5,solved,accepted,result,retained_run,,,233.2,,78ae256cb602794a681ae5a5b68512be4804a85f15ebafef4fa6e19f3edfa5f6,unrecorded
forall_opus_xhigh,14,solved,accepted,result,retained_run,,,74.1,,9b9b6948d1facbf9cc033d5d478a7cd4e3f4765ea83478bc7d4d6a9ef5b86989,unrecorded
forall_opus_xhigh,15,solved,accepted,result,retained_run,,,143.4,,01384ef97976d6cb208673aec1343529ba4413ac0769f344cd32722e1d956c38,unrecorded
forall_opus_xhigh,29,solved,accepted,result,retained_run,,,133.5,,bf64a220f3b7e42845dd80169a834f250f253997c491dd57ff756b09f46a7967,unrecorded
forall_opus_xhigh,121,solved,accepted,result,retained_run,,,1109.6,,541dc1649d93bca4d1cdc26dc489e810fbcbd6e602c13e8299088921bf1dd09d,unrecorded
forall_opus_xhigh,122,solved,accepted,result,retained_run,,,717.3,,53f47d665796545474fc842eb2aad20f047014f56d42f7416e0186226c550381,unrecorded
forall_opus_xhigh,123,solved,accepted,result,retained_run,,,146.4,,b68710824b30ab5bf9a61394b48c0367ee06ba48c481610657ccb78fe8b24dca,unrecorded
forall_opus_xhigh,124,solved,accepted,result,retained_run,,,68.7,,e9197e86d4a1b37edc259ecad98ed52d5aa5220c6aea3664087e0d19918dc51b,unrecorded
forall_opus_xhigh,125,solved,accepted,result,retained_run,,,101.1,,eeb50ee819f19e249f2a01ae2bf93f3fdc22cb328bef48999c617c56a7998491,unrecorded
forall_opus_xhigh,126,solved,accepted,result,retained_run,,,186.2,,97123ecb4d1451aedc683f7485074f411d06e0c48dcbcf285d45c5c35739d724,unrecorded
forall_opus_xhigh,127,solved,accepted,result,retained_run,,,182.2,,26b356ce743676f7c69b7a1f8b696018f7c539f6bf9ff25778d46d6eb3d1a022,unrecorded
forall_opus_xhigh,128,solved,accepted,result,retained_run,,,348.6,,2808f665741f335af23a407ac2c4eebfd471bf0f6979850ce8ee3f9acb2ba1d1,unrecorded
forall_opus_xhigh,129,solved,accepted,result,retained_run,,,614.5,,ea2885629709f92a892a3d1fa4ddfbd2a069af4033cc131b7db4a2c94dcdd1c8,unrecorded
forall_opus_xhigh,131,solved,accepted,result,retained_run,,,46.0,,5199de956d1ce8d995d737d69de2c716e0f63031f9b0d5666e05786c010a8e00,unrecorded
forall_opus_xhigh,132,solved,accepted,result,retained_run,,,180.5,,4b5097ec39d2780f746c3a2e7bee0a15ad5638794cf872ae82de648a712d59e7,unrecorded
forall_opus_xhigh,133,solved,accepted,result,retained_run,,,236.9,,903430c8f3ee81a3885ebb762869b1f2e2622e6c5ff889b73bc74db6317f6616,unrecorded
forall_opus_xhigh,134,solved,accepted,result,retained_run,,,186.1,,88fe7bd9239c75baa808bb9944d0125fa6beafb638cb6087b203663f71042295,unrecorded
forall_opus_xhigh,135,solved,accepted,result,retained_run,,,152.8,,44089fa7d069f6329ef4925130d764d42cbe483eaffd0f949810e2b0c9180380,unrecorded
forall_opus_xhigh,136,solved,accepted,result,retained_run,,,91.4,,d8c202c6c278b56979dbe7567a79bed5c805529941059c32682163d99a726899,unrecorded
forall_opus_xhigh,137,solved,accepted,result,retained_run,,,58.5,,893faf483a3db84bec8fc2bcb82cf1aaaef88295704b06156852f04d332763f4,unrecorded
forall_opus_xhigh,138,solved,accepted,result,retained_run,,,91.1,,c263f1ca24be7fd8b2d8e6146b7602deffd3fbbb68d3a197cb2f7f7a1da3dbde,unrecorded
forall_opus_xhigh,139,solved,accepted,result,retained_run,,,323.1,,84d031433e32c09414ea7c1cb1ec09fc62ff3aa9d91d93735c5780f4317a6a0b,unrecorded
forall_opus_xhigh,140,solved,accepted,result,retained_run,,,236.4,,013d1bafab2d3938f6dc7ad0547b4cdf62cd84acd9f5adc5c98a3a7a27a2a5f4,unrecorded
forall_opus_xhigh,141,solved,accepted,result,retained_run,,,40.3,,94a682415a69e5a5a6180cbe8ceab6ad5dd9eeed96b63422b35ceeb264e15e51,unrecorded
forall_opus_xhigh,142,solved,accepted,result,retained_run,,,73.4,,f3fdc842b71d9c8dcf69417f92da8a98387e2d36164caae5349faedc36d6771e,unrecorded
forall_opus_xhigh,143,solved,accepted,result,retained_run,,,36.3,,ab144254af4acdfd89ade6394530999deb93679753e82446df4df8158bf11887,unrecorded
forall_opus_xhigh,144,solved,accepted,result,retained_run,,,61.5,,09250aedc865e75354c0fe5c67255d38e12b0973ada8a763d455a2e6b4787ed6,unrecorded
forall_opus_xhigh,145,solved,accepted,result,retained_run,,,510.6,,90953474e3f85987f076e277a8eba58fac9d5b22831f28e0b7f22b5d065c5783,unrecorded
forall_opus_xhigh,146,solved,accepted,result,retained_run,,,60.0,,0ab491d80ddf82d7b2918fb60cbbda851f58b2830b89e9f3285b282d09510b6b,unrecorded
forall_opus_xhigh,147,solved,accepted,result,retained_run,,,476.7,,b394b4bafd50bddeb75af2d7b3a1c11d4282f3d02663b8b35741c886f0a9748d,unrecorded
forall_opus_xhigh,148,solved,accepted,result,retained_run,,,40.6,,82bb9a1ae8f6008f83bfa3b34c1bbad7ad55dfba74a8452b50c0d252141c8816,unrecorded
forall_opus_xhigh,149,failed,not_accepted,result,retained_run,,,506.2,,de7230c7ae87355a174c3898e88ee894308ed39d08124de4aa4cfeb3b025508e,unrecorded
forall_opus_xhigh,150,solved,accepted,result,retained_run,,,152.4,,47c11383981f8d70377f92fae9fd848740094e730adcff490cb25f3a7834d93c,unrecorded
forall_opus_xhigh,152,solved,accepted,result,retained_run,,,348.9,,f10fdcfdce4fdb2e8b195468d7bcb3604983ea469392a408ea36ac09f0f630df,unrecorded
forall_opus_xhigh,153,solved,accepted,result,retained_run,,,730.0,,92baf8fb898bca537c9b5bc9fef87b3a21ee4c4c0fbbf5cb43549021cce5b3fc,unrecorded
forall_opus_xhigh,154,solved,accepted,result,retained_run,,,105.9,,06f9d8e8789118aca78cb513cba0331e9e979975987173d0019f914beda20150,unrecorded
forall_opus_xhigh,155,solved,accepted,result,retained_run,,,221.7,,284f188b2e9f13c46b2649d9791c3d3a203cc0b39c184e604fbaf6017d795636,unrecorded
forall_opus_xhigh,156,solved,accepted,result,retained_run,,,35.0,,273d4b44ed5b781520b2eeeb6791a62b94fcd6d31a3d9460503cfb91f8cb97b1,unrecorded
forall_opus_xhigh,157,solved,accepted,result,retained_run,,,250.7,,183c494c723391c4bb323fd6cb341bd7784c6529a08195064e9251d3a3c984f6,unrecorded
forall_opus_xhigh,158,solved,accepted,result,retained_run,,,88.3,,292c7ec795fad549c6feae129ecfdcc4619089898f61a051692ca1c2397a1bc6,unrecorded
forall_opus_xhigh,159,solved,accepted,result,retained_run,,,207.8,,223550abe56107d28c34b33fe4d755ca717bc400828306cb4290e7ea57924a67,unrecorded
forall_opus_xhigh,160,solved,accepted,result,retained_run,,,39.9,,041e90d69449ede23ec4c244be62ed05e6f5ab5c7f3dbe7a2d5b9ea81ae30e9c,unrecorded
forall_opus_xhigh,161,solved,accepted,result,retained_run,,,194.9,,c9cb63a83a8a726109994fb4a658378bc0d1557cade78646c9568959cf5ae13f,unrecorded
forall_opus_xhigh,163,solved,accepted,result,retained_run,,,139.6,,059d874b030a85fe003737a2514ae676341b9d10a7bbc8639903e2619b02109e,unrecorded
forall_opus_xhigh,164,solved,accepted,result,retained_run,,,182.5,,f3f1aab397280c578243ec5261d68931d9dd6948738891a2ff1e6357b75f332b,unrecorded
forall_opus_xhigh,165,solved,accepted,result,retained_run,,,157.1,,4ae21e784c721f7aedb2e78447c170a58dcc72b5043d354f1970f58c86994099,unrecorded
forall_opus_xhigh,168,solved,accepted,result,retained_run,,,95.3,,004ec40a0d891740482b79464ed6ebbe88d5d6a440757b37fb2cd46bba9963d5,unrecorded
forall_opus_xhigh,169,solved,accepted,result,retained_run,,,69.0,,61554cb4ade14288c911677424617a29b77af490ec57c0d4245dd751abe1b8ba,unrecorded
forall_opus_xhigh,171,solved,accepted,result,retained_run,,,65.9,,d424b01fe316e3749307c08735a0bf2f97063044aca73695fd6a60cde0b42c9e,unrecorded
forall_opus_xhigh,176,solved,accepted,result,retained_run,,,330.1,,0ea73272587a5bee013051bf2ea17cd8b09bc657bcdf1d1667c551c3f08fc1a3,unrecorded
forall_opus_xhigh,178,solved,accepted,result,retained_run,,,140.4,,cafc1ec429d348ec781fee11b04bfb5529c2f1edf032b5bb7c2ee37c75d1f09c,unrecorded
forall_opus_xhigh,194,solved,accepted,result,retained_run,,,455.1,,1e154ff79881080be4b1248b62d4db18259615985e2bbe277289a07cde6e4a00,unrecorded
forall_opus_xhigh,222,solved,accepted,result,retained_run,,,105.9,,11f234cd73673a403ec560e8542f3ba002542965eb349f2a6748abbafd2a17f0,unrecorded
forall_opus_xhigh,245,solved,accepted,result,retained_run,,,648.1,,dace32e98df0ddf709200a0397b16b47a9e1ba465f82e6ee18f5e3153dac2f67,unrecorded
forall_opus_xhigh,246,solved,accepted,result,retained_run,,,102.8,,c8421640fed580c7dee1c55f0cae4485041a21eba60420badf54962db474a83f,unrecorded
forall_opus_xhigh,247,solved,accepted,result,retained_run,,,125.1,,810f971a5e97fb3f894ff09c8045ab04cd540293f1e48d340d8b1d75116c299c,unrecorded
forall_opus_xhigh,249,solved,accepted,result,retained_run,,,180.3,,19ca502971518a7385f5e347c8b147b7e72f2dee47851bf3f881122546ad8d61,unrecorded
forall_opus_xhigh,250,solved,accepted,result,retained_run,,,36.2,,907940d8286b0adb5b8ea475ac365b46a61f6f4d5a54bc70779492bc7ada188c,unrecorded
forall_opus_xhigh,265,solved,accepted,result,retained_run,,,230.4,,1797bf6a37378bde67ca9478e30ab539f8416df053a1279286bbe09ebb2be6ef,unrecorded
forall_opus_xhigh,266,solved,accepted,result,retained_run,,,244.5,,c40a7af5ccfb2dfc4e99014cef6fae5a368edb9fba68258571377ec06387a857,unrecorded
forall_opus_xhigh,268,solved,accepted,result,retained_run,,,100.5,,c324a7baa115fccbecd5247a66f36e8c0d9e09c3cbbd630d3c4b9795e1f88ca2,unrecorded
forall_opus_xhigh,271,solved,accepted,result,retained_run,,,62.3,,851310dc17c6798095ef56aeb0125e174f2d8196e207eab77833d08050d08aef,unrecorded
forall_opus_xhigh,272,solved,accepted,result,retained_run,,,894.3,,b9e39f87df5207de8f9a0cac89b8d656b0fd64f981fdfe8a4594fa21b50113ae,unrecorded
forall_opus_xhigh,273,solved,accepted,result,retained_run,,,153.0,,8af38d614e45d4f3a1c55ec6ff1696968635d1dfc9d86984ce148379edc8cdb0,unrecorded
forall_opus_xhigh,274,solved,accepted,result,retained_run,,,89.0,,0a3e80c8512511766ecc5dd837cf639b66875cf625be770526fa6fee2698a8b8,unrecorded
forall_opus_xhigh,275,solved,accepted,result,retained_run,,,99.0,,31a7c4f612fa16957fe60765e08fbc1df29b3f8b932b4e62e40bd7fd22a42080,unrecorded
forall_opus_xhigh,277,solved,accepted,result,retained_run,,,497.4,,bf00136bdf6c3fdecfa6c57521fd2f3b0d6a83e2d293118eb4950886fcd4ebc9,unrecorded
forall_opus_xhigh,281,solved,accepted,result,retained_run,,,97.0,,845a6df737118c4c2cdd998026bb886df830fa6311392aa49a80c71c66709790,unrecorded
forall_opus_xhigh,356,solved,accepted,result,retained_run,,,847.5,,cf254a081a5d31522eb37b3ebd0873eb953466f0da3d7ca07157723931244f2b,unrecorded
forall_opus_xhigh,357,solved,accepted,result,retained_run,,,499.8,,dc3ae4c9fd34c5185626acbeed3ad72d7a66a514017a60b36cb5654a523b1666,unrecorded
