configuration_id,task_id,audit_snapshot,audit_outcome,axioms,axiom_list_complete
forall_opus_xhigh,161,retained_rescore,clean,,False
forall_opus_xhigh,163,retained_rescore,clean,,False
forall_opus_xhigh,164,retained_rescore,clean,,False
forall_opus_xhigh,165,retained_rescore,clean,,False
forall_opus_xhigh,168,retained_rescore,clean,,False
forall_opus_xhigh,169,retained_rescore,clean,,False
forall_opus_xhigh,171,retained_rescore,clean,,False
forall_opus_xhigh,176,retained_rescore,clean,,False
forall_opus_xhigh,178,retained_rescore,clean,,False
forall_opus_xhigh,194,retained_rescore,clean,,False
forall_opus_xhigh,222,retained_rescore,clean,,False
forall_opus_xhigh,245,retained_rescore,clean,,False
forall_opus_xhigh,246,retained_rescore,clean,,False
forall_opus_xhigh,247,retained_rescore,clean,,False
forall_opus_xhigh,249,retained_rescore,clean,,False
forall_opus_xhigh,250,retained_rescore,clean,,False
forall_opus_xhigh,265,retained_rescore,clean,,False
forall_opus_xhigh,266,retained_rescore,forbidden_dependency,,False
forall_opus_xhigh,268,retained_rescore,forbidden_dependency,,False
forall_opus_xhigh,271,retained_rescore,clean,,False
forall_opus_xhigh,272,retained_rescore,clean,,False
forall_opus_xhigh,273,retained_rescore,clean,,False
forall_opus_xhigh,274,retained_rescore,clean,,False
forall_opus_xhigh,275,retained_rescore,clean,,False
forall_opus_xhigh,277,retained_rescore,clean,,False
forall_opus_xhigh,281,retained_rescore,clean,,False
forall_opus_xhigh,356,retained_rescore,clean,,False
forall_opus_xhigh,357,retained_rescore,clean,,False
forall_opus_xhigh,359,retained_rescore,clean,,False
forall_opus_xhigh,361,retained_rescore,clean,,False
forall_opus_xhigh,378,retained_rescore,clean,,False
forall_opus_xhigh,381,retained_rescore,clean,,False
forall_opus_xhigh,392,retained_rescore,clean,,False
forall_opus_xhigh,396,retained_rescore,clean,,False
forall_opus_xhigh,444,retained_rescore,clean,,False
forall_opus_xhigh,445,retained_rescore,clean,,False
forall_opus_xhigh,446,retained_rescore,clean,,False
forall_opus_xhigh,447,retained_rescore,clean,,False
forall_opus_xhigh,450,retained_rescore,clean,,False
forall_opus_xhigh,451,retained_rescore,clean,,False
forall_opus_xhigh,452,retained_rescore,clean,,False
forall_opus_xhigh,453,retained_rescore,clean,,False
forall_opus_xhigh,455,retained_rescore,clean,,False
forall_opus_xhigh,456,retained_rescore,clean,,False
forall_opus_xhigh,457,retained_rescore,clean,,False
forall_opus_xhigh,458,retained_rescore,clean,,False
forall_opus_xhigh,459,retained_rescore,clean,,False
forall_opus_xhigh,460,retained_rescore,clean,,False
forall_opus_xhigh,462,retained_rescore,clean,,False
forall_opus_xhigh,466,retained_rescore,clean,,False
forall_opus_xhigh,467,retained_rescore,clean,,False
forall_opus_xhigh,468,retained_rescore,clean,,False
forall_opus_xhigh,469,retained_rescore,clean,,False
forall_opus_xhigh,471,retained_rescore,clean,,False
forall_opus_xhigh,472,retained_rescore,clean,,False
forall_opus_xhigh,473,retained_rescore,clean,,False
claude_opus_low,4,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,5,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,14,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,15,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,29,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,122,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,123,retained_axiom_audit,clean,Quot.sound|propext,True
claude_opus_low,124,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,125,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,126,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,127,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,128,retained_axiom_audit,forbidden_dependency,Lean.ofReduceBool|Lean.trustCompiler|propext,False
claude_opus_low,129,retained_axiom_audit,forbidden_dependency,Lean.ofReduceBool|Lean.trustCompiler|propext,False
claude_opus_low,131,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,132,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,133,retained_axiom_audit,clean,propext,False
claude_opus_low,134,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,135,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,136,retained_axiom_audit,clean,propext,True
claude_opus_low,137,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,138,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,139,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,140,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,141,retained_axiom_audit,clean,propext,False
claude_opus_low,142,retained_axiom_audit,clean,Quot.sound|propext,True
claude_opus_low,143,retained_axiom_audit,clean,propext,True
claude_opus_low,144,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,145,retained_axiom_audit,forbidden_dependency,Lean.ofReduceBool|Lean.trustCompiler|propext,False
claude_opus_low,146,retained_axiom_audit,clean,propext,False
claude_opus_low,147,retained_axiom_audit,clean,Quot.sound|propext,True
claude_opus_low,148,retained_axiom_audit,clean,Quot.sound|propext,True
claude_opus_low,149,retained_axiom_audit,forbidden_dependency,Lean.ofReduceBool|Lean.trustCompiler|propext,False
claude_opus_low,150,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,152,retained_axiom_audit,forbidden_dependency,Lean.ofReduceBool|Lean.trustCompiler|propext,False
claude_opus_low,153,retained_axiom_audit,forbidden_dependency,Lean.ofReduceBool|Lean.trustCompiler|propext,False
claude_opus_low,154,retained_axiom_audit,clean,Quot.sound|propext,True
claude_opus_low,155,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,156,retained_axiom_audit,clean,Quot.sound|propext,True
claude_opus_low,157,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,158,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,159,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,160,retained_axiom_audit,clean,Quot.sound|propext,True
claude_opus_low,161,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,163,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,164,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,165,retained_axiom_audit,clean,Quot.sound|propext,True
claude_opus_low,168,retained_axiom_audit,clean,Quot.sound|propext,True
claude_opus_low,169,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,171,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,176,retained_axiom_audit,clean,Quot.sound|propext,True
claude_opus_low,178,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,194,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,222,retained_axiom_audit,clean,Quot.sound|propext,True
claude_opus_low,245,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,246,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,247,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,249,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,250,retained_axiom_audit,clean,Quot.sound|propext,True
claude_opus_low,265,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,266,retained_axiom_audit,forbidden_dependency,sorryAx,True
claude_opus_low,268,retained_axiom_audit,forbidden_dependency,sorryAx,True
claude_opus_low,271,retained_axiom_audit,clean,,False
claude_opus_low,272,retained_axiom_audit,forbidden_dependency,Quot.sound|propext|sorryAx,True
claude_opus_low,273,retained_axiom_audit,clean,Quot.sound|propext,True
claude_opus_low,274,retained_axiom_audit,clean,Quot.sound|propext,True
claude_opus_low,275,retained_axiom_audit,forbidden_dependency,propext|sorryAx,True
claude_opus_low,277,retained_axiom_audit,clean,Quot.sound|propext,True
claude_opus_low,281,retained_axiom_audit,clean,propext,True
claude_opus_low,356,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,357,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,359,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,361,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,378,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,381,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,392,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,396,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,444,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,445,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,446,retained_axiom_audit,clean,Quot.sound|propext,True
claude_opus_low,447,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,450,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,451,retained_axiom_audit,clean,Quot.sound,True
claude_opus_low,452,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,453,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,454,retained_axiom_audit,forbidden_dependency,Classical.choice|Quot.sound|propext|sorryAx,True
claude_opus_low,455,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,456,retained_axiom_audit,clean,,False
claude_opus_low,457,retained_axiom_audit,forbidden_dependency,Classical.choice|Quot.sound|propext|sorryAx,True
claude_opus_low,458,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,459,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,460,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,462,retained_axiom_audit,clean,Quot.sound|propext,True
claude_opus_low,466,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,467,retained_axiom_audit,clean,Quot.sound|propext,True
claude_opus_low,468,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,469,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,471,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,472,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_opus_low,473,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,4,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,5,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,14,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,15,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,29,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,121,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,122,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,123,retained_axiom_audit,clean,Quot.sound|propext,True
forall_opus_low,124,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,125,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,126,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,127,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,128,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,129,retained_axiom_audit,forbidden_dependency,Lean.ofReduceBool|Lean.trustCompiler|propext,False
forall_opus_low,131,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,132,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,133,retained_axiom_audit,clean,propext,False
forall_opus_low,134,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,135,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,136,retained_axiom_audit,clean,Quot.sound|propext,True
forall_opus_low,137,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,138,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,139,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,140,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,141,retained_axiom_audit,clean,propext,False
forall_opus_low,142,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,143,retained_axiom_audit,clean,propext,True
forall_opus_low,144,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,145,retained_axiom_audit,forbidden_dependency,Lean.ofReduceBool|Lean.trustCompiler|propext,False
forall_opus_low,146,retained_axiom_audit,clean,propext,False
forall_opus_low,147,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,148,retained_axiom_audit,clean,Quot.sound|propext,True
forall_opus_low,149,retained_axiom_audit,forbidden_dependency,Lean.ofReduceBool|Lean.trustCompiler|propext,False
forall_opus_low,150,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,152,retained_axiom_audit,forbidden_dependency,Lean.ofReduceBool|Lean.trustCompiler|propext,False
forall_opus_low,153,retained_axiom_audit,forbidden_dependency,Lean.ofReduceBool|Lean.trustCompiler|propext,False
forall_opus_low,154,retained_axiom_audit,clean,propext,True
forall_opus_low,155,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,156,retained_axiom_audit,clean,Quot.sound|propext,True
forall_opus_low,157,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,158,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,159,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,160,retained_axiom_audit,clean,Quot.sound|propext,True
forall_opus_low,161,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,163,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,164,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,165,retained_axiom_audit,clean,Quot.sound|propext,True
forall_opus_low,168,retained_axiom_audit,clean,Quot.sound|propext,True
forall_opus_low,169,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,171,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,176,retained_axiom_audit,clean,Quot.sound|propext,True
forall_opus_low,178,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,194,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,222,retained_axiom_audit,clean,Quot.sound|propext,True
forall_opus_low,245,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,246,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,247,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,249,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,250,retained_axiom_audit,clean,Quot.sound|propext,True
forall_opus_low,265,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,266,retained_axiom_audit,forbidden_dependency,sorryAx,True
forall_opus_low,268,retained_axiom_audit,forbidden_dependency,sorryAx,True
forall_opus_low,271,retained_axiom_audit,clean,,False
forall_opus_low,272,retained_axiom_audit,forbidden_dependency,Quot.sound|propext|sorryAx,True
forall_opus_low,273,retained_axiom_audit,clean,Quot.sound|propext,True
forall_opus_low,274,retained_axiom_audit,clean,Quot.sound|propext,True
forall_opus_low,275,retained_axiom_audit,forbidden_dependency,propext|sorryAx,True
forall_opus_low,277,retained_axiom_audit,clean,Quot.sound|propext,True
forall_opus_low,281,retained_axiom_audit,clean,propext,True
forall_opus_low,356,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,357,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,359,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,361,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,378,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,381,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,392,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,396,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,444,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,445,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,446,retained_axiom_audit,clean,Quot.sound|propext,True
forall_opus_low,447,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,450,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,451,retained_axiom_audit,clean,Quot.sound|propext,True
forall_opus_low,452,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,453,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,454,retained_axiom_audit,forbidden_dependency,Classical.choice|Quot.sound|propext|sorryAx,True
forall_opus_low,455,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,456,retained_axiom_audit,clean,,False
forall_opus_low,457,retained_axiom_audit,forbidden_dependency,Classical.choice|Quot.sound|propext|sorryAx,True
forall_opus_low,458,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,459,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,460,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,462,retained_axiom_audit,clean,Quot.sound|propext,True
forall_opus_low,466,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,467,retained_axiom_audit,clean,Quot.sound|propext,True
forall_opus_low,468,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,469,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,471,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,472,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
forall_opus_low,473,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,4,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,5,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,14,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,15,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,29,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,122,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,123,retained_axiom_audit,clean,Quot.sound|propext,True
claude_fable_low,124,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,125,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,126,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,127,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,128,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,129,retained_axiom_audit,forbidden_dependency,Lean.ofReduceBool|Lean.trustCompiler|propext,False
claude_fable_low,131,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,132,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,133,retained_axiom_audit,clean,propext,False
claude_fable_low,134,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,136,retained_axiom_audit,clean,propext,True
claude_fable_low,137,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,139,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,140,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,141,retained_axiom_audit,clean,propext,False
claude_fable_low,142,retained_axiom_audit,clean,Quot.sound|propext,True
claude_fable_low,143,retained_axiom_audit,clean,propext,True
claude_fable_low,145,retained_axiom_audit,forbidden_dependency,Lean.ofReduceBool|Lean.trustCompiler|propext,False
claude_fable_low,146,retained_axiom_audit,clean,propext,False
claude_fable_low,147,retained_axiom_audit,clean,Quot.sound|propext,True
claude_fable_low,148,retained_axiom_audit,clean,Quot.sound|propext,True
claude_fable_low,149,retained_axiom_audit,forbidden_dependency,Lean.ofReduceBool|Lean.trustCompiler|propext,False
claude_fable_low,150,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,152,retained_axiom_audit,forbidden_dependency,Lean.ofReduceBool|Lean.trustCompiler|propext,False
claude_fable_low,153,retained_axiom_audit,forbidden_dependency,Lean.ofReduceBool|Lean.trustCompiler|propext,False
claude_fable_low,154,retained_axiom_audit,clean,propext,True
claude_fable_low,155,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,156,retained_axiom_audit,clean,Quot.sound|propext,True
claude_fable_low,157,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,158,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,159,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,160,retained_axiom_audit,clean,Quot.sound|propext,True
claude_fable_low,161,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,163,retained_axiom_audit,clean,Quot.sound|propext,True
claude_fable_low,164,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,165,retained_axiom_audit,clean,Quot.sound|propext,True
claude_fable_low,168,retained_axiom_audit,clean,Quot.sound|propext,True
claude_fable_low,169,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,171,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,176,retained_axiom_audit,clean,Quot.sound|propext,True
claude_fable_low,178,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,194,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,222,retained_axiom_audit,clean,Quot.sound|propext,True
claude_fable_low,245,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,246,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,247,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,249,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,250,retained_axiom_audit,clean,Quot.sound|propext,True
claude_fable_low,265,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,266,retained_axiom_audit,forbidden_dependency,sorryAx,True
claude_fable_low,268,retained_axiom_audit,forbidden_dependency,sorryAx,True
claude_fable_low,271,retained_axiom_audit,clean,,False
claude_fable_low,272,retained_axiom_audit,forbidden_dependency,Quot.sound|propext|sorryAx,True
claude_fable_low,273,retained_axiom_audit,clean,Quot.sound|propext,True
claude_fable_low,274,retained_axiom_audit,clean,Quot.sound|propext,True
claude_fable_low,275,retained_axiom_audit,forbidden_dependency,propext|sorryAx,True
claude_fable_low,277,retained_axiom_audit,clean,Quot.sound|propext,True
claude_fable_low,281,retained_axiom_audit,clean,propext,True
claude_fable_low,356,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,357,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,359,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,361,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,378,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,381,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,392,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,396,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,444,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,445,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,446,retained_axiom_audit,clean,Quot.sound|propext,True
claude_fable_low,447,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,450,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,451,retained_axiom_audit,clean,Quot.sound|propext,True
claude_fable_low,452,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,453,retained_axiom_audit,clean,Classical.choice|Quot.sound|propext,True
claude_fable_low,454,retained_axiom_audit,forbidden_dependency,Classical.choice|Quot.sound|propext|sorryAx,True
